leaid,district_name,current_boundary_since,n_baseline_years,n_efa_years,total_years,data_status,baseline_years_thin,baseline_cagr,covid_drop_pct,recovered_from_covid,efa_cagr,typology,reversal_magnitude
0506930,GREENLAND SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.01106780441594668,-0.16136631330977622,False,-0.045498042637495906,accelerating_decline,
0506990,GREENWOOD SCHOOL DISTRICT,2013,7,4,13,ok,False,0.007192378725538351,-0.014546416291986247,True,-0.010587397199590232,reversal_downward,moderate
0507110,GURDON SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.023322669786776884,-0.1803921568627451,False,-0.029263287429885376,sustained_decline,
0507140,GUY PERKINS SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.036310341622271314,-0.29901960784313725,False,0.011765785274559626,reversal_upward,large
0507170,HACKETT SCHOOL DISTRICT,2015,5,4,11,ok,True,-0.03845709928920693,-0.1521486643437863,False,0.021885932596545477,reversal_upward,large
0507230,HAMPTON SCHOOL DISTRICT,2013,7,4,13,ok,False,0.007634880647368947,-0.1386986301369863,False,-0.023446190917039256,reversal_downward,large
0507290,HARMONY GROVE SCHOOL DISTRICT (Ouachita),2013,7,4,13,ok,False,-0.007319495880341975,-0.09958932238193019,False,-0.020709105973357622,accelerating_decline,
0507320,HARMONY GROVE SCHOOL DISTRICT (Saline),2013,7,4,13,ok,False,0.009588365317062975,-0.04009433962264151,False,0.0064936884475026435,growth_throughout,
0507350,HARRISBURG SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.018648754511799037,-0.13449367088607594,False,-0.021890988566224068,sustained_decline,
0507380,HARRISON SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0020027544498464334,-0.01956521739130435,True,-0.010197360162213842,emerging_decline,
0507530,HAZEN SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.015785734519980776,-0.17262830482115085,False,-0.026537819331653223,accelerating_decline,
0507560,HEBER SPRINGS SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.025997641002470928,-0.15897720956086714,False,-0.011133865595066239,sustained_decline,
0507620,HECTOR SCHOOL DISTRICT,2013,7,4,13,ok,False,0.004165141582213705,0.022988505747126436,True,0.04016736893507322,emerging_growth,
0507680,HELENA WEST HELENA SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.052014873796449757,-0.324455205811138,False,-0.003381831712650607,decline_stabilized,
0507710,HERMITAGE SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0011730252327784019,-0.12556053811659193,False,-0.028148063530031187,emerging_decline,
0507740,CROSS COUNTY SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.02278011856743878,-0.09009009009009009,False,0.0174304597324344,reversal_upward,large
0507770,HIGHLAND SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0018779535710189421,-0.04942037827943868,False,-0.04170676291180553,emerging_decline,
0507840,HOPE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.014943984937137333,-0.11995201919232307,False,-0.022572506412792515,sustained_decline,
0507860,HORATIO SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.004779291661566543,-0.17309941520467836,False,-0.04682714188791226,emerging_decline,
0507890,HOT SPRINGS SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.005973494782753441,-0.02183288409703504,False,-0.015343335339788267,sustained_decline,
0507920,JESSIEVILLE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.01059977238753984,-0.10631229235880399,False,-0.03247408552973996,accelerating_decline,
0507990,HOXIE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.016150932152210418,-0.10783200908059024,False,-0.0016528955750114704,decline_stabilized,
0508040,WEST MEMPHIS SCHOOL DISTRICT,2015,5,4,11,ok,True,-0.020976397305292438,-0.1238213840953567,False,-0.04288405931503936,accelerating_decline,
0508130,HUNTSVILLE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0014086154898615977,-0.07109408258833547,False,-0.019466042220350643,emerging_decline,
0508240,JASPER SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.011852771731061473,-0.16926503340757237,False,-0.016273233874985804,sustained_decline,
0508280,JONESBORO SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0206854614273706,-0.027308990487879718,True,-0.005237343325023791,reversal_downward,large
0508340,JUNCTION CITY SCHOOL DISTRICT,2013,7,4,13,ok,False,0.042194833210265514,-0.0424597364568082,True,-0.019859994459205832,reversal_downward,large
0508400,RIVERVIEW SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.02552020979357894,-0.17313218390804597,False,-0.026990023585282463,sustained_decline,
0508490,KIRBY SCHOOL DISTRICT,2013,7,4,13,ok,False,0.017518984611100352,0.013020833333333334,True,-0.07893501211424159,reversal_downward,large
0508610,LAKE HAMILTON SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0013295667753410179,-0.07089804186360567,False,-0.0330844973293295,emerging_decline,
0508640,LAKESIDE SCHOOL DISTRICT (Chicot),2013,7,4,13,ok,False,-0.023328698156822147,-0.20218579234972678,False,-0.04098974119379761,accelerating_decline,
0508670,LAKESIDE SCHOOL DISTRICT (Garland),2013,7,4,13,ok,False,0.013389402789047766,-0.048065984072810014,False,0.005106638684535092,growth_throughout,
0508700,LAMAR SCHOOL DISTRICT,2013,7,4,13,ok,False,0.011286019281202098,-0.049300956585724795,False,-0.024522483407286022,reversal_downward,large
0508730,LAVACA SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.007602806703197573,-0.06705882352941177,False,-0.02145085058016405,accelerating_decline,
0508940,LINCOLN SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.024187145014955003,-0.17119341563786009,False,-0.0012523494630446441,decline_stabilized,
0509000,LITTLE ROCK SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.016153463243225308,-0.12379624936644704,False,-0.01977425625879381,sustained_decline,
0509060,LONOKE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.01235298074737079,-0.13649025069637882,False,-0.015802519585172425,sustained_decline,
0509150,MAGAZINE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.01005322867373859,-0.17216117216117216,False,0.025690913892167266,reversal_upward,large
0509190,MAGNET COVE SCHOOL DISTRICT,2013,7,4,13,ok,False,0.02393992348484364,-0.062162162162162166,False,-0.03067646537035651,reversal_downward,large
0509240,MALVERN SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.01806744219847256,-0.1370817843866171,False,-0.020250762238556153,sustained_decline,
0509270,MAMMOTH SPRING SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0036378265848699964,-0.01293103448275862,True,-0.04254098705283804,emerging_decline,
0509330,MANSFIELD SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.021982493612431542,-0.17341040462427745,False,-0.0056229562246374876,sustained_decline,
0509360,LEE COUNTY SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.057637036459518676,-0.32917139614074914,False,0.0397761879805274,reversal_upward,large
0509390,MARION SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.01239212333466555,-0.12219333490900497,False,-0.010787476450490496,sustained_decline,
0509420,MARKED TREE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.029815657865394973,-0.1784452296819788,False,-0.0033784041281893495,decline_stabilized,
0509480,SEARCY COUNTY SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.017761461518253308,-0.1660939289805269,False,-0.01904402440729913,sustained_decline,
0509510,MARVELL ELAINE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.02848739181517357,-0.27114427860696516,False,-0.14837815589720105,accelerating_decline,
0509540,MAYFLOWER SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.012645847304439961,-0.1550044286979628,False,-0.017565627899904124,sustained_decline,
0509570,MAYNARD SCHOOL DISTRICT,2013,7,4,13,ok,False,0.016011867773387367,-0.011857707509881422,True,0.0024449975072708963,growth_stalled,
0509600,MCCRORY SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0073093037224674084,-0.17142857142857143,False,-0.018386534210840577,accelerating_decline,
0509630,MCGEHEE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.003624640770315102,-0.07627118644067797,False,-0.012684295875737384,emerging_decline,
0509720,MELBOURNE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.00961244268006245,-0.0990990990990991,False,-0.027194645956053032,accelerating_decline,
0509750,MENA SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.008531602494979973,-0.05726872246696035,False,-0.01054560139301619,sustained_decline,
0509780,MINERAL SPRINGS SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0008133403242420734,-0.12408759124087591,False,-0.009874971860841852,emerging_decline,
0509840,MONTICELLO SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.026940747627600903,-0.20579847908745247,False,-0.021134607014236084,sustained_decline,
0509990,MOUNT IDA SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.026141096027662236,-0.20229007633587787,False,-0.04526972886650782,accelerating_decline,
0510080,MOUNT VERNON ENOLA SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0,-0.025390625,True,-0.023926497341624886,emerging_decline,
0510170,MOUNTAIN PINE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0014198578505754123,0.042444821731748725,True,-0.05535843387415795,emerging_decline,
0510200,MOUNTAIN VIEW SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.01139803450842758,-0.09910979228486647,False,-0.01691889699567617,sustained_decline,
0510260,MOUNTAINBURG SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.016982863216782884,-0.09183673469387756,False,-0.0016155116984246654,decline_stabilized,
0510290,MULBERRY PLEASANT VIEW BI COUNTY SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0245428307776816,-0.021377672209026127,False,0.015077644523983968,growth_throughout,
0510320,SOUTH PIKE COUNTY SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0037916284762992136,-0.023943661971830985,False,-0.006660033658836828,emerging_decline,
0510380,NASHVILLE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0018076350607103553,-0.03444730077120823,True,-0.03765041023494953,emerging_decline,
0510410,NEMO VISTA SCHOOL DISTRICT,2013,7,4,13,ok,False,0.007800821776945632,-0.006507592190889371,True,-0.00965577544735674,reversal_downward,small
0510440,NETTLETON SCHOOL DISTRICT,2013,7,4,13,ok,False,0.018373793030175722,-0.048535564853556486,True,0.022649511837640413,growth_throughout,
0510560,NORFORK SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.009892528606907813,-0.05296610169491525,False,-0.019466042220350643,sustained_decline,
0510680,NORTH LITTLE ROCK SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.00951864121400725,-0.11263992537313433,False,-0.026940936511959723,accelerating_decline,
0510920,OMAHA SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0069468441685208715,-0.14216867469879518,False,0.028870628856165537,reversal_upward,large
0510950,OSCEOLA SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.031511839946595566,-0.23846153846153847,False,-0.03792451147147968,sustained_decline,
0510980,OUACHITA SCHOOL DISTRICT,2013,7,4,13,ok,False,0.004236819026555372,-0.05973025048169557,True,0.0012106549352692841,stable,
0511010,OZARK SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.01113370671088254,-0.08413719185423366,False,-0.031289284289848895,accelerating_decline,
0511070,PANGBURN SCHOOL DISTRICT,2013,7,4,13,ok,False,0.002720577641412314,-0.06716417910447761,False,-0.040099058472525595,emerging_decline,
0511130,PARIS SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.01701517854706225,-0.1310592459605027,False,-0.04138745283244283,accelerating_decline,
0511220,PARKERS CHAPEL SCHOOL DISTRICT,2013,7,4,13,ok,False,0.016096666161603768,-0.03254067584480601,True,-0.00598816752785214,reversal_downward,moderate
0511340,PERRYVILLE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.012069147758416499,-0.09979633401221996,False,-0.031199258902022686,accelerating_decline,
0511370,PIGGOTT SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.014847263078662576,-0.1551155115511551,False,-0.037739244737045596,accelerating_decline,
0511610,POCAHONTAS SCHOOL DISTRICT,2013,7,4,13,ok,False,0.019526093019621937,-0.06198547215496368,False,-0.021193594744749356,reversal_downward,large
0511700,POTTSVILLE SCHOOL DISTRICT,2013,7,4,13,ok,False,0.010185754959324722,0.012600229095074456,True,-0.004410200640416417,growth_stalled,
0511730,POYEN SCHOOL DISTRICT,2013,7,4,13,ok,False,0.00946992018827486,-0.18316831683168316,False,0.05004894261537074,growth_throughout,
0511760,PRAIRIE GROVE SCHOOL DISTRICT,2013,7,4,13,ok,False,0.014950598301996187,0.012877662209014363,True,-0.0031741207026373397,growth_stalled,
0511820,PRESCOTT SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.02062348259120672,-0.13198458574181118,False,-0.027728029586665537,sustained_decline,
0511850,PULASKI COUNTY SPECIAL SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0595768806906557,-0.33968347010551,False,-0.007866935511642081,sustained_decline,
0511880,QUITMAN SCHOOL DISTRICT,2013,7,4,13,ok,False,0.016918120812418946,0.0027359781121751026,True,0.00965310639742678,growth_throughout,
0511970,ROGERS SCHOOL DISTRICT,2013,7,4,13,ok,False,0.01060245381962277,-0.023280961770879714,True,-0.015605604583146304,reversal_downward,moderate
0512000,ROSE BUD SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.02230992397763465,-0.1324736225087925,False,-0.041299667800160145,accelerating_decline,
0512060,RUSSELLVILLE SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0049732992018336475,-0.00818268315889629,True,-0.014181438688143255,emerging_decline,
0512090,SALEM SCHOOL DISTRICT,2013,7,4,13,ok,False,0.009207543364230908,-0.00468384074941452,True,-0.02778140176751298,reversal_downward,large
0512180,SCRANTON SCHOOL DISTRICT,2013,7,4,13,ok,False,0.016464132387153274,-0.006666666666666667,False,0.010566820114538578,growth_throughout,
0512210,SEARCY SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.007908499889808462,-0.06313790647994304,False,-0.01513335057935461,sustained_decline,
0512420,SHIRLEY SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0291578416518119,-0.22248803827751196,False,-0.07926167360860548,accelerating_decline,
0512450,SILOAM SPRINGS SCHOOL DISTRICT,2013,7,4,13,ok,False,0.012128308731466975,-0.045069778082818576,True,-0.01378232809362201,reversal_downward,moderate
0512480,SLOAN HENDRIX SCHOOL DISTRICT,2013,7,4,13,ok,False,0.009817770250460933,-0.023676880222841225,True,0.030190473880761015,growth_throughout,
0512510,SMACKOVER NORPHLET SCHOOL DISTRICT,2014,6,4,12,ok,False,-0.021183215216730278,-0.13790186125211507,False,0.008531217850821005,reversal_upward,large
0512520,SOUTH CONWAY COUNTY SCHOOL DISTRICT,2013,7,4,13,ok,False,0.003774160271625915,-0.002179598953792502,True,-0.03697830127120194,emerging_decline,
0512540,SOUTHSIDE SCHOOL DISTRICT (Independence),2013,7,4,13,ok,False,0.03503264409965379,-0.004515805318615153,True,-0.0006762470363324002,growth_stalled,
0512570,SOUTH SIDE SCHOOL DISTRICT (Van Buren),2013,7,4,13,ok,False,0.007089643090266717,-0.06451612903225806,False,-0.03374146796373201,reversal_downward,large
0512630,SPRING HILL SCHOOL DISTRICT,2013,7,4,13,ok,False,0.002281837236956852,-0.08239095315024232,True,-0.0021517011078389103,stable,
0512660,SPRINGDALE SCHOOL DISTRICT,2013,7,4,13,ok,False,0.012746854007994024,-0.01660350117307345,True,-0.010882021069721248,reversal_downward,moderate
0512930,STRONG HUTTIG SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.04750110696781584,-0.24031007751937986,False,-0.026590769489807542,sustained_decline,
0512960,STUTTGART SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.015769155290815018,-0.08626760563380281,False,-0.006081818539568129,sustained_decline,
0513080,GREENE COUNTY TECH SCHOOL DISTRICT,2013,7,4,13,ok,False,0.00443339480471816,-0.04680616740088106,False,-0.021536643322833227,emerging_decline,
0513110,TEXARKANA SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.015155893716832347,-0.10205970840083314,False,-0.01172728816854851,sustained_decline,
0513230,JACKSON COUNTY SCHOOL DISTRICT,2013,7,4,13,ok,False,0.001775689591520413,-0.08138238573021182,False,-0.005766190782538261,emerging_decline,
0513350,VALLEY SPRINGS SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.014381313345713354,-0.11312700106723586,False,-0.02022843704879973,sustained_decline,
0513380,VALLEY VIEW SCHOOL DISTRICT,2013,7,4,13,ok,False,0.014302033962559024,0.002792321116928447,True,-0.005909070872032407,reversal_downward,moderate
0513410,VAN BUREN SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.006501909380591808,-0.07778915046059365,True,-0.017335435408480926,accelerating_decline,
0513530,VILONIA SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.00664431710603175,-0.0826625386996904,False,-0.022293841506365708,accelerating_decline,
0513560,VIOLA SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.02399278664479665,-0.0774818401937046,False,0.005141478549995471,reversal_upward,large
0513680,WALDRON SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.010191414135231724,-0.084155161078238,False,-0.029378951227447714,accelerating_decline,
0513930,WATSON CHAPEL SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.04218476846386843,-0.3284923928077455,False,-0.05638615909456801,accelerating_decline,
0514010,WEST FORK SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.033281412829991086,-0.2731829573934837,False,-0.04421468309037646,accelerating_decline,
0514020,WESTSIDE SCHOOL DISTRICT (Johnson),2013,7,4,13,ok,False,-0.0053026629283896565,-0.12481203007518797,False,-0.03869767914096345,accelerating_decline,
0514040,WEST SIDE SCHOOL DISTRICT (Cleburne),2013,7,4,13,ok,False,0.012200383876144194,-0.04121475054229935,True,-0.019698799428176428,reversal_downward,moderate
0514140,WHITE HALL SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0006749924592830414,-0.021878155503197577,True,-0.0034243060587734186,stable,
0514370,WONDERVIEW SCHOOL DISTRICT,2013,7,4,13,ok,False,0.009138262664823538,-0.06926406926406926,False,-0.009132930243318738,reversal_downward,small
0514400,WOODLAWN SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.0002999850795000203,-0.05363321799307959,True,-0.01836909826094879,emerging_decline,
0514430,WYNNE SCHOOL DISTRICT,2013,7,4,13,ok,False,-0.005946360083680435,-0.1092526690391459,False,-0.032012237864075366,accelerating_decline,
0514490,YELLVILLE SUMMIT SCHOOL DISTRICT,2013,7,4,13,ok,False,0.0168942074188152,0.03423848878394333,True,0.005025210014713011,growth_throughout,
